CASRN,DTXSID,preferred_name,MammaryTumorEvidence,MammaryTumorRefs,E2up_onedose,P4up_onedose,E2up_CR,P4up_CR,HormoneSummary,AUC.Agonist,AUC.Antagonist,ERactivity,EDC,topEDCscore,Genotoxicity
99-76-3,DTXSID4022529,Methylparaben,-,-,positive,positive,low,medium,"E2, P4",0.00684,1.88e-07,inactive,EDC+,medium,negative
99-86-5,DTXSID9041237,alpha-Terpinene,-,-,positive,no data,-,-,*E2,0.0161,0.0482,borderline_mixed,EDC~,borderline,negative
99-89-8,DTXSID5042299,4-Isopropylphenol,-,-,-,-,-,-,-,0.021,0,borderline_agonism,EDC~,borderline,-
99-97-8,DTXSID0021832,"N,N,4-Trimethylaniline",Bioassay_noMC,"NTP, ToxRefDB",positive,negative,-,-,*E2,0.00737,0,inactive,EDC~,none,positive
99607-70-2,DTXSID3041794,Cloquintocet-mexyl,Bioassay_noMC,ToxRefDB,positive,no data,ns effect,low,P4,0,0,inactive,EDC+,low,negative
NOCAS_47248,DTXSID0047248,CI-1018,-,-,positive,negative,low,low,"E2, P4",0,0,inactive,EDC+,low,-
NOCAS_47267,DTXSID3047267,CP-642931,-,-,negative,negative,ns effect,low,P4,0,0,inactive,EDC+,low,-
NOCAS_47291,DTXSID5047291,CI-1044,-,-,positive,positive,medium,high,"E2, P4",0,0,inactive,EDC+,high,-
NOCAS_47299,DTXSID5047299,CP-422935,-,-,negative,positive,borderline,medium,"*E2, P4",0,0,inactive,EDC+,medium,-
NOCAS_47311,DTXSID6047311,GSK163929B,-,-,positive,no data,high,ns effect,E2,0,6.09e-07,inactive,EDC+,high,-
NOCAS_47330,DTXSID9047330,PharmaGSID_47330,-,-,positive,positive,ns effect,medium,P4,0,0,inactive,EDC+,medium,-
NOCAS_47334,DTXSID9047334,MK-968,-,-,negative,no data,medium,ns effect,E2,0,0.0119,borderline_antagonism,EDC+,medium,-
NOCAS_47349,DTXSID8047349,AVE8488,-,-,negative,positive,borderline,medium,"*E2, P4",-,-,-,EDC+,medium,-
NOCAS_47366,DTXSID1047366,SAR115740,-,-,negative,positive,ns effect,medium,P4,0,0,inactive,EDC+,medium,-
NOCAS_47377,DTXSID0047377,AVE6324,-,-,negative,negative,-,-,negative,0.0137,0,borderline_agonism,EDC~,borderline,-
NOCAS_48514,DTXSID9048514,PharmaGSID_48514,-,-,negative,negative,ns effect,medium,P4,-,-,-,EDC+,medium,-
NOCAS_48516,DTXSID9048516,PharmaGSID_48516,-,-,negative,no data,borderline,ns effect,*E2,-,-,-,EDC~,borderline,-
